EntranceType,ExitNumber,Average of Latitude,Average of Longitude,Mode,StationName,StreetName,StreetType
Escalators,2,-33.76896727,150.9072963,Train,Blacktown,Jim Simpson,Lane
Escalators,6,-33.88544474,151.206822,Train,Central,Chalmers,Street
Escalators,3,-33.882672835,151.20655495,Train,Central,Eddy,Avenue
Escalators,,-33.79673649,151.1813641,Train,Chatswood,Orchard,Road
Escalators,,-33.79718558,151.1814287,Train,Chatswood,Post Office,Lane
Escalators,,-33.79705047,151.1805363,Train,Chatswood,Railway,Street
Escalators,,-33.861344075000005,151.210603525,Train,Circular Quay,Alfred,Street
Escalators,,-33.93400343,151.1801133,Train,Domestic,Keith Smith,Avenue
Escalators,,-33.90627864,151.2026934,Train,Green Square,O'Riordan,Street
Escalators,,-33.96651714,151.1019021,Train,Hurstville,Forest,Road
Escalators,,-33.93518102,151.166541,Train,International,Departure,Placeaza
Escalators,,-33.78522361,151.1282249,Train,Macquarie Park,Lane Cove,Road
Escalators,,-33.77731411,151.1182587,Train,Macquarie University,Herring,Road
Escalators,,-33.92315812,151.1873628,Train,Mascot,Bourke,Street
Escalators,,-33.875870475,151.209677,Train,Museum,Elizabeth,Street
Escalators,,-33.87671276,151.2092181,Train,Museum,Liverpool,Street
Escalators,,-33.79451462,151.1379238,Train,North Ryde,Delhi,Road
Escalators,,-33.81757268,151.0045096,Train,Parramatta,Liverpool-Parramatta,T-way
Lift,,-33.96987782,151.1144352,Train,Allawah,Railway,Pedestrain
Lift,,-33.93677457,151.1468602,Train,Arncliffe,Firth,Street
Lift,,-33.93696302,151.1474227,Train,Arncliffe,The Arcade,Others
Lift,,-33.80875941,151.1847201,Train,Artarmon,Hampden,Road
Lift,,-33.88789161,151.1257974,Train,Ashfield,Brown,Street
Lift,,-33.88744211,151.1259581,Train,Ashfield,Station,Street
Lift,,-33.91724884,151.0883372,Train,Belmore,Burwood,Road
Lift,,-32.79947121,151.6581617,Train,Beresfield,Addison,Street
Lift,,-33.94913026,151.0808291,Train,Beverly Hills,King Georges,Road
Lift,3,-33.76775412,150.9079614,Train,Blacktown,First,Avenue
Lift,4,-33.7678292,150.9071472,Train,Blacktown,Old Richmond,Road
Lift,1,-33.76889928,150.9070828,Train,Blacktown,Patrick,Street
Lift,,-33.74369934,150.6099627,Train,Blaxland,Wilson,Way
Lift,,-34.478323915,150.4164856,Train,Bowral,Wingercarribee,Street
Lift,,-34.33383241,150.9150006,Train,Bulli,Park,Road
Lift,,-33.89464265,150.9391047,Train,Cabramatta,Broomfield,Street
Lift,,-33.89459892,150.9388134,Train,Cabramatta,Railway,Pedestrain
Lift,,-34.06339614,150.81452405,Train,Campbelltown,Hurley,Street
Lift,,-32.94140925,151.6622554,Train,Cardiff,Mary,Street
Lift,,-34.04162513,151.1219142,Train,Caringbah,Kingsway,Others
Lift,,-33.96801021,151.1243905,Train,Carlton,Carlton,Pedestrain
Lift,,-33.96842236,151.1245362,Train,Carlton,Railway,Pedestrain
Lift,,-33.950270114999995,150.91190405,Train,Casula,Casula,Road
Lift,6,-33.88541283,151.2068475,Train,Central,Chalmers,Street
Lift,3,-33.88353624,151.2069711,Train,Central,Eddy,Avenue
Lift,5,-33.88371032,151.2078995,Train,Central,Elizabeth,Street
Lift,,-33.79673526,151.1811761,Train,Chatswood,Orchard,Road
Lift,,-33.79717607,151.1813031,Train,Chatswood,Post Office,Lane
Lift,,-33.79689881,151.1807121,Train,Chatswood,Railway,Street
Lift,,-33.7979301,151.1806933,Train,Chatswood,Thomas,Lane
Lift,,-33.79765173,151.1812637,Train,Chatswood,Thomas,Street
Lift,,-33.75543909,151.0781092,Train,Cheltenham,Cheltenham,Road
Lift,,-33.86135492,151.2107232,Train,Circular Quay,Alfred,Street
Lift,,-33.84808986,151.0851995,Train,Concord West,King,Street
Lift,,-33.84803171,151.0859019,Train,Concord West,Queen,Street
Lift,,-33.933778045,151.18030885,Train,Domestic,Keith Smith,Avenue
Lift,,-33.9047721,151.1389753,Train,Dulwich Grove Lr,New Canterbury,Road
Lift,,-33.9106266,151.1405558,Train,Dulwich Hill Lr,Bedford,Crescent
Lift,,-33.79017064,151.0825639,Train,Eastwood,Railway,Pedestrain
Lift,,-33.79014905,151.0820022,Train,Eastwood,West,Pedestrain
Lift,,-33.96930476,150.8588642,Train,Edmondson Park,Soliders,Pedestrain
Lift,,-33.74565742,150.6712836,Train,Emu Plains,Mackellar,Street
Lift,,-33.74582701,150.6713326,Train,Emu Plains,Old Bathurst,Road
Lift,,-34.067575435,151.01461655,Train,Engadine,Princes,Highway
Lift,,-33.77268631,151.0816862,Train,Epping,Beecroft,Road
Lift,,-33.87264464,150.9568189,Train,Fairfield,Dale,Street
Lift,,-33.87249718,150.956712,Train,Fairfield,The Crescent,Others
Lift,,-33.97228674,150.8932557,Train,Glenfield,Railway,Pedestrain
Lift,,-33.97183034,150.8931736,Train,Glenfield,Service Road,Others
Lift,,-33.42348002,151.3419443,Train,Gosford,Burns,Crescent
Lift,,-33.90621492,151.2025402,Train,Green Square,O'Riordan,Street
Lift,,-33.85449232,150.984227,Train,Guildford,Military,Road
Lift,,-33.85456824,150.9844866,Train,Guildford,Railway,Terrace
Lift,,-34.03490791,151.0852082,Train,Gymea,Gymea Bay,Road
Lift,,-34.17718912,150.9942468,Train,Helensburgh,Tunnel,Road
Lift,,-33.96282915,150.9563519,Train,Holsworthy,The Boulevarde,Others
Lift,,-33.96763205,151.1022885,Train,Hurstville,Ormonde,Pedestrain
Lift,,-33.935203369999996,151.1664588,Train,International,Departure,Placeaza
Lift,,-33.7122822,150.3119825,Train,Katoomba,Bathurst,Road
Lift,,-33.87426901,151.2222047,Train,Kings Cross,Victoria,Street
Lift,,-33.94048039,151.100874,Train,Kingsgrove,Kingsgrove,Road
Lift,,-33.75842616,150.720233,Train,Kingswood,Great Western,Highway
Lift,,-33.9627467,151.1326877,Train,Kogarah,Regent,Street
Lift,,-33.96264352,151.1321917,Train,Kogarah,Station,Street
Lift,,-33.91988075,151.0762517,Train,Lakemba,Railway,Pedestrain
Lift,,-33.92010158,151.0763703,Train,Lakemba,The Boulevarde,Others
Lift,,-33.87498002,151.1550356,Train,Leichhardt North Lr,James,Street
Lift,,-33.95451545,150.8082463,Train,Leppingon,Rickard,Road
Lift,,-34.05067487,150.8308056,Train,Leumeah,O'Sullivan,Road
Lift,,-34.0504822,150.8305609,Train,Leumeah,Plough Inn,Road
Lift,,-33.86346008,151.0447924,Train,Lidcombe,Church,Street
Lift,,-33.86386787,151.0446069,Train,Lidcombe,Railway,Street
Lift,,-33.92438493,150.9269976,Train,Liverpool,Biggs,Street
Lift,,-34.07235537,150.79743325,Train,Macarthur,Menangle,Road
Lift,,-33.785253565000005,151.12823805,Train,Macquarie Park,Lane Cove,Road
Lift,,-33.77730194,151.1182823,Train,Macquarie University,Herring,Road
Lift,,-33.74601717,150.9003098,Train,Marayong,Harvey,Road
Lift,,-33.74602227,150.9000423,Train,Marayong,Railway,Pedestrain
Lift,,-33.91380871,151.15316685,Train,Marrickville,Illawarra,Road
Lift,4,-33.8677258,151.211419,Train,Martin Place,Phillip,Street
Lift,,-33.92336325,151.1873396,Train,Mascot,Bourke,Street
Lift,,-33.81562759,151.0899398,Train,Meadowbank,Bank,Street
Lift,,-33.81566979,151.0902245,Train,Meadowbank,Constitution,Road
Lift,,-33.83690608,150.9923757,Train,Merrylands,Railway,Terrace
Lift,,-33.83679089,150.992228,Train,Merrylands,Terminal,Place
Lift,,-32.76536099,151.6181329,Train,Metford,Mccubbin,Close
Lift,,-34.02764472,150.8425642,Train,Minto,Minto,Road
Lift,,-34.0274664,150.842237,Train,Minto,Somerset,Street
Lift,,-33.10883807,151.4881562,Train,Morisset,Dora,Street
Lift,,-33.10903664,151.4882907,Train,Morisset,Macquarie,Street
Lift,,-33.97112283,151.0810841,Train,Mortdale,Coleborne,Avenue
Lift,,-33.97104094,151.0808798,Train,Mortdale,Cook,Lane
Lift,,-33.76977783,150.8201693,Train,Mount Druitt,Beames,Avenue
Lift,,-33.76909975666667,150.8200622,Train,Mount Druitt,North,Pedestrain
Lift,,-33.87659188,151.2097343,Train,Museum,Elizabeth,Street
Lift,,-33.89794821,151.1788919,Train,Newtown,King,Street
Lift,,-33.79455215,151.1379256,Train,North Ryde,Delhi,Road
Lift,,-34.41208516,150.8913613,Train,North Wollongong,Porter,Street
Lift,,-34.41211138,150.8915284,Train,North Wollongong,Station,Street
Lift,,-33.980259,151.0787615,Train,Oatley,Mulga,Road
Lift,,-33.98022837,151.0792926,Train,Oatley,Oatley,Pedestrain
Lift,,-33.84639439,151.0692489,Train,Olympic Park,Murray Rose,Avenue
Lift,,-33.81707893,151.0049168,Train,Parramatta,Darcy,Street
Lift,,-33.817807,151.00531245,Train,Parramatta,Liverpool-Parramatta,T-way
Lift,,-33.73795586,151.0726265,Train,Pennant Hills,Railway,Street
Lift,,-33.73786579,151.0724987,Train,Pennant Hills,Yarrara,Road
Lift,,-33.74985115,150.6965045,Train,Penrith,Combewood,Avenue
Lift,,-33.75028162,150.6964333,Train,Penrith,Jane,Street
Lift,,-33.96609707,151.0886682,Train,Penshurst,Bridge,Road
Lift,,-34.17921166,150.6126647,Train,Picton,Station,Street
Lift,,-33.72731055,150.886272,Train,Quakers Hill,Pearce,Road
Lift,,-33.72743142,150.8860389,Train,Quakers Hill,Railway,Pedestrain
Lift,,-33.95273626,151.0152327,Train,Revesby,Blamey,Street
Lift,,-33.95235886,151.0153198,Train,Revesby,Marco,Avenue
Lift,,-33.83064963,151.0872234,Train,Rhodes,Blaxland,Road
Lift,,-33.83045691,151.0868768,Train,Rhodes,Walker,Street
Lift,,-33.95248742,151.1368614,Train,Rockdale,Geeves,Lane
Lift,,-33.70454498,150.8736108,Train,Schofields,Bridge,Street
Lift,,-33.7044383,150.8740174,Train,Schofields,Railway,Terrace
Lift,,-33.88516272,151.0118417,Train,Sefton,Helen,Street
Lift,,-33.88549648,151.0117978,Train,Sefton,Wellington,Road
Lift,,-33.77407161,150.9360893,Train,Seven Hills,Prospect,Highway
Lift,,-33.77455756,150.9361722,Train,Seven Hills,The Hills,Crescent
Lift,,-34.5912387,150.8447441,Train,Shellharbour,Piper,Drive
Lift,,-33.870678,151.2104842,Train,St James,Elizabeth,Street
Lift,,-33.822376989999995,151.19350775,Train,St Leonards,Herbert,Street
Lift,,-33.82222391,151.1947607,Train,St Leonards,Sergeants,Lane
Lift,,-33.76189765,150.7751589,Train,St Marys,Forrester,Road
Lift,,-33.76235089,150.7750575,Train,St Marys,Station,Street
Lift,,-33.87146835,151.0946037,Train,Strathfield,Everton,Road
Lift,,-33.89053286,151.1389072,Train,Summer Hill,Carlton,Crescent
Lift,,-33.89010644,151.1387528,Train,Summer Hill,Grosvenor,Crescent
Lift,,-34.0315702,151.0574323,Train,Sutherland,East,Pedestrain
Lift,,-33.91491191,151.1661011,Train,Sydenham,Gleeson,Avenue
Lift,,-33.889736735,151.14514005,Train,Taverners Hill Lr,Parramatta,Road
Lift,,-34.31799787,150.9192528,Train,Thirroul,Station,Street
Lift,,-32.78356119,151.6399551,Train,Thornton,Karuah,Street
Lift,2,-33.87389408,151.2070208,Train,Town Hall,George,Street
Lift,,-33.91324659,150.9349959,Train,Warwick Farm,Remembrance,Avenue
Lift,,-33.91340518,150.9352764,Train,Warwick Farm,Warwick,Street
Lift,,-33.75920751,150.7574014,Train,Werrington,Railway,Street
Lift,,-33.75903757,150.7574454,Train,Werrington,Victoria,Lane
Lift,,-33.80747159,151.0904036,Train,West Ryde,Railway,Pedestrain
Lift,,-33.92868435,151.1543587,Train,Wolli,Brodie Spark,Drive
Lift,,-33.92884985,151.1538917,Train,Wolli,Discovery Point,Place
Lift,,-34.426440885,150.88832725,Train,Wollongong,Crown,Street
Lift,,-34.04765603,151.1435849,Train,Woolooware,Swan,Street
Lift,,-34.04744884,151.1437013,Train,Woolooware,Swan,Street N
Lift,,-33.48585711,151.3233847,Train,Woy Woy,Railway,Street
Lift,1,-33.86570502,151.2061027,Train,Wynyard,Carrington,Street
Lift,4,-33.86572968,151.2050799,Train,Wynyard,Clarence,Street
Lift,,-33.86534132,151.203967,Train,Wynyard,Napoleon,Street
Lift,,-33.2853325,151.4255494,Train,Wyong,Howarth,Street
Lift,,-33.28524935,151.4252208,Train,Wyong,Pacific,Highway
Path,,-32.933766445,151.7203441,Train,Adamstown,Park,Avenue
Path,,-33.9020497,151.1380434,Train,Arlington Lr,Constitution,Road
Path,,-33.9020453,151.1381593,Train,Arlington Lr,Grove,Street
Path,,-33.68869132,151.1082656,Train,Asquith,Haldane,Street
Path,,-34.3065205,150.9293511,Train,Austinmer,Gilchrist,Street
Path,,-34.30650136,150.9289071,Train,Austinmer,Railway,Avenue
Path,,-33.01291676,151.5421328,Train,Awaba,Adelaide,Street
Path,,-33.9179202,151.03393625,Train,Bankstown,Bankstown City,Placeaza
Path,,-34.29097858,150.5801756,Train,Bargo,Great Southern,Road
Path,,-34.29104476,150.5800077,Train,Bargo,Railside,Avenue
Path,,-33.74921627,151.0667339,Train,Beecroft,Sutherland,Road
Path,,-33.749139265,151.0662812,Train,Beecroft,Wongala,Crescent
Path,,-33.8719773,151.0328288,Train,Berala,Campbell,Street
Path,,-33.87139384,151.0323272,Train,Berala,Woodburn,Road
Path,,-34.78027342,150.6967235,Train,Berry,Station,Road
Path,,-34.85374494,150.6097702,Train,Bomaderry,Meroo,Street
Path,,-34.47763745,150.4167974,Train,Bowral,Kirkham,Road
Path,,-34.47792483,150.4169743,Train,Bowral,Station,Street
Path,,-34.33428666,150.9149143,Train,Bulli,Franklin,Avenue
Path,,-34.33433961,150.9146887,Train,Bulli,Railway,Street
Path,,-34.65604988,150.2995728,Train,Bundanoon,Church,Street
Path,,-34.49418601,150.3981296,Train,Burradoo,Burradoo,Road
Path,,-33.87718853,151.1038248,Train,Burwood,Burwood,Road
Path,,-33.89510227,150.9386596,Train,Cabramatta,Railway,Pedestrain
Path,,-34.06369952,150.8146228,Train,Campbelltown,Hurley,Street
Path,,-33.9121163,151.1190137,Train,Canterbury,Canterbury,Road
Path,,-33.879756279999995,151.2055352,Train,Capitol Square Lr,Hay,Street
Path,,-32.9412794,151.6628198,Train,Cardiff,Main,Road
Path,,-33.7821273,151.0468442,Train,Carlingford,James,Street
Path,,-33.78252302,151.04696505,Train,Carlingford,Lloyds,Avenue
Path,,-33.78304357,151.0463511,Train,Carlingford,Pennant Hills,Road
Path,,-33.88431636,150.9605645,Train,Carramar,Carramar,Avenue
Path,,-33.88476847,150.9607298,Train,Carramar,Sandal,Crescent
Path,,-33.95036803,150.9117058,Train,Casula,Casula,Road
Path,4,-33.882434925,151.20669435,Train,Central,Eddy,Avenue
Path,7,-33.88398512,151.2042663,Train,Central,Lee,Street
Path,1,-33.88236674,151.2058136,Train,Central,Pitt,Street
Path,,-33.88368818,151.0004627,Train,Chester Hil,Chester Hill,Road
Path,,-33.60848854,150.787844,Train,Clarendon,Racecource,Road
Path,,-32.94287548,151.6238126,Train,Cockle Creek,Creek Reserve,Road
Path,,-34.37549456,150.9051489,Train,Corrimal,Duff,Pedestrain
Path,,-34.37567312,150.9048905,Train,Corrimal,Railway,Street
Path,,-34.05597516666666,151.1515852,Train,Cronulla,Cronulla,Street
Path,,-34.493458925,150.79138335,Train,Dapto,Bong Bong,Road
Path,,-34.49307785,150.7918339,Train,Dapto,Staiton,Street
Path,,-34.4923588,150.7922224,Train,Dapto,Station,Street
Path,,-33.79951928,151.0867539,Train,Denistone,Gordon,Crescent
Path,,-33.0838231,151.5010419,Train,Dora Creek,Main,Road
Path,,-34.18326863,150.7105427,Train,Douglas Park,Camden,Road
Path,,-33.80339752,151.032467,Train,Dundas,Kissing Point,Road
Path,,-33.80402698,151.0331103,Train,Dundas,Station,Street
Path,,-33.96201112,150.9847269,Train,East Hills,Thompson,Lane
Path,,-33.79014802,151.0819726,Train,Eastwood,West,Pedestrain
Path,,-33.87893677,151.236154,Train,Edgecliff,New South Head,Road
Path,,-33.77254801,151.0822785,Train,Epping,Langston,Place
Path,,-33.90005302,151.1855565,Train,Ersineville,Erskineville,Road
Path,,-34.61337723,150.3173592,Train,Exeter,Bundanoon,Road
Path,,-34.61346677,150.3177998,Train,Exeter,Ringwood,Road
Path,,-33.87255271,150.957049,Train,Fairfield,Dale,Street
Path,,-33.87228222,150.9568998,Train,Fairfield,The Crescent,Others
Path,,-33.870616325,151.1919156,Train,Fish Market Lr,Miller,Street
Path,,-33.42338314,151.3414013,Train,Gosford,Showground,Road
Path,,-34.75812698,149.7192494,Train,Goulburn,Park,Road
Path,,-34.75901982,149.7205882,Train,Goulburn,Sloane,Street
Path,,-33.87954123,151.14732845,Train,Hawthorne Lr,Darley,Road
Path,,-33.72367342,150.4539673,Train,Hazelbrook,Railway,Pedestrain
Path,,-34.08780235,151.0082859,Train,Heathcote,Princes,Highway
Path,,-34.08792484,151.0084291,Train,Heathcote,Wilson,Pedestrain
Path,,-33.70347962,151.0980916,Train,Hornsby,Station,Street
Path,,-33.91018981,151.1325419,Train,Hurlstone Park,Duntroon,Street
Path,,-34.0158836,151.0647566,Train,Jannali,Railway,Crescent
Path,,-34.67259919,150.8543663,Train,Kiama,Railway,Pedestrain
Path,,-34.03491126,151.0710203,Train,Kirrawee,Oak,Road
Path,,-33.874998,151.1535804,Train,Leichhardt North Lr,City West Link,Road
Path,,-34.05031272,150.8307679,Train,Leumeah,Plough Inn,Road
Path,,-33.89385044,151.1434623,Train,Lewisham West Lr,Hudson,Street
Path,,-33.8937862,151.1433429,Train,Lewisham West Lr,Smith,Street
Path,,-33.86353155,151.0450641,Train,Lidcombe,Church,Street
Path,,-33.71533075,150.5053218,Train,Linden,Great Western,Highway
Path,,-33.38219289,151.3701652,Train,Lisarow,Pacific,Highway
Path,,-33.38205966,151.3700717,Train,Lisarow,Railway,Crescent
Path,,-33.48092585,150.156929,Train,Lithgow,Main,Street
Path,,-33.48051667,150.1567066,Train,Lithgow,Railway,Pedestrain
Path,,-33.92314617,150.927698,Train,Liverpool,Moore,Street
Path,,-32.73774765,151.552236,Train,Maitland,Station,Street
Path,,-33.8839155,151.1449963,Train,Marion Lr,Marion,Street
Path,,-33.9139756,151.153316,Train,Marrickville,Station,Street
Path,,-34.70959939,150.0056691,Train,Marulan,Railway,Pedestrain
Path,,-34.7095012,150.0056778,Train,Marulan,Wollondilly,Street
Path,,-34.12585573,150.7440669,Train,Menangle,Stevens,Road
Path,,-33.84594618,151.2117195,Train,Milsons Point,Alfred,Street
Path,,-34.54838916,150.372103,Train,Moss Vale,Argyle,Street
Path,,-34.54759291,150.3718707,Train,Moss Vale,Lackey,Road
Path,,-33.39478142,151.3445536,Train,Narara,Goonak,Pedestrain
Path,,-33.39460601,151.3444151,Train,Narara,Narara Valley,Drive
Path,,-33.9475007,151.0707991,Train,Narwee,Hannans,Road
Path,,-33.94783139,151.0706442,Train,Narwee,Hurst,Place
Path,,-32.9239171,151.7593884,Train,Newcastle Interchange,Charles,Street
Path,,-32.92445674,151.7589509,Train,Newcastle Interchange,Cooper,Street
Path,,-32.92428036,151.7597512,Train,Newcastle Interchange,Hannell,Street
Path,,-33.72090894,151.0971516,Train,Normanhurst,Denman,Pedestrain
Path,,-33.72064788,151.0969021,Train,Normanhurst,Malsbury,Road
Path,,-33.841012815,151.20743655,Train,North Sydney,Blue,Street
Path,,-34.41208744,150.8913264,Train,North Wollongong,Porter,Street
Path,,-34.41211824,150.8915599,Train,North Wollongong,Station,Street
Path,,-33.8466749325,151.069751425,Train,Olympic Park,Dawn Fraser,Avenue
Path,,-33.84608649,151.0700814,Train,Olympic Park,Murray Rose,Avenue
Path,,-33.8461115,151.070683,Train,Olympic Park,Park,Street
Path,,-33.84698401,151.0682717,Train,Olympic Park,Showground,Road
Path,,-33.35953413,151.369743,Train,Ourimbah,Station,Street
Path,,-33.879295855,151.20268065,Train,Paddy'S Markets,Hay,Street
Path,,-33.95168459,151.0323447,Train,Padstow,Banks,Street
