EntranceType,ExitNumber,Average of Latitude,Average of Longitude,Mode,StationName,StreetName,StreetType
Stairs,,-34.47822202,150.4163793,Train,Bowral,Kirkham,Road
Stairs,,-34.47841685,150.4165949,Train,Bowral,Wingercarribee,Street
Stairs,,-32.92236891,151.7349462,Train,Broadmeadow,Brown,Road
Stairs,,-32.92269277,151.7354129,Train,Broadmeadow,Graham,Road
Stairs,,-33.72316759,150.4149891,Train,Bullaburra,Railway,Pedestrain
Stairs,,-33.87704552,151.1038525,Train,Burwood,Burwood,Road
Stairs,,-33.89480632,150.9390481,Train,Cabramatta,Broomfield,Street
Stairs,,-34.06317378,150.8142158,Train,Campbelltown,Farrow,Road
Stairs,,-34.06367954,150.8146141,Train,Campbelltown,Hurley,Street
Stairs,,-33.88744308,150.9436897,Train,Canley Vale,First,Avenue
Stairs,,-33.88723441,150.9434805,Train,Canley Vale,Railway,Pedestrain
Stairs,,-32.94145731,151.6623011,Train,Cardiff,Mary,Street
Stairs,,-34.04157881,151.121856,Train,Caringbah,Kingsway,Others
Stairs,,-33.96809212,151.1242377,Train,Carlton,Carlton,Pedestrain
Stairs,,-33.96846874,151.1243442,Train,Carlton,Railway,Pedestrain
Stairs,,-33.950189435,150.91191225,Train,Casula,Casula,Road
Stairs,6,-33.88547844,151.2067901,Train,Central,Chalmers,Street
Stairs,3,-33.882563655,151.2066008,Train,Central,Eddy,Avenue
Stairs,5,-33.88378577,151.207862,Train,Central,Elizabeth,Street
Stairs,,-33.79677523,151.1813805,Train,Chatswood,Orchard,Road
Stairs,,-33.79722746,151.1814421,Train,Chatswood,Post Office,Lane
Stairs,,-33.797055485,151.18059765,Train,Chatswood,Railway,Street
Stairs,,-33.797785094999995,151.18091415,Train,Chatswood,Thomas,Street
Stairs,,-33.75539745,151.0781497,Train,Cheltenham,Cheltenham,Road
Stairs,,-33.8613677825,151.2106733,Train,Circular Quay,Alfred,Street
Stairs,,-34.24253571,150.977052,Train,Coalcliff,Lawrence Hargrave,Drive
Stairs,,-32.94246711,151.6244306,Train,Cockle Creek,Lake,Road
Stairs,,-34.28989285,150.943031,Train,Coledale,Cater,Street
Stairs,,-34.00445849,151.06828925,Train,Como,Railway,Road
Stairs,,-33.848083895,151.0852015,Train,Concord West,King,Street
Stairs,,-33.84809272,151.0859526,Train,Concord West,Queen,Street
Stairs,,-34.43823905,150.8851205,Train,Coniston,Bridge,Street
Stairs,,-34.46708061,150.8799583,Train,Cringila,Central,Road
Stairs,,-34.46737362,150.8782723,Train,Cringila,Five Island,Road
Stairs,,-33.8831857,151.1150828,Train,Croydon,Paisley,Road
Stairs,,-33.933817399999995,151.18035775,Train,Domestic,Keith Smith,Avenue
Stairs,,-33.084067954999995,151.5007812,Train,Dora Creek,Newport,Road
Stairs,,-33.904761,151.1390021,Train,Dulwich Grove Lr,New Canterbury,Road
Stairs,,-33.91105837,151.1411463,Train,Dulwich Hill,Wardell,Road
Stairs,,-33.9106718,151.1405847,Train,Dulwich Hill Lr,Bedford,Crescent
Stairs,,-33.80389499,151.0328954,Train,Dundas,Kissing Point,Road
Stairs,,-32.40249309,151.759251,Train,Dungog,Brown,Street
Stairs,,-33.96164228,150.9843435,Train,East Hills,Park,Road
Stairs,,-32.74457268,151.5874741,Train,East Maitland,Melbourne,Street
Stairs,,-33.6017457,150.7587291,Train,East Richmond,Bourke,Street
Stairs,,-33.96936246,150.8588449,Train,Edmondson Park,Soliders,Pedestrain
Stairs,,-33.74552422,150.6713807,Train,Emu Plains,Mackellar,Street
Stairs,,-33.74577768,150.6714125,Train,Emu Plains,Old Bathurst,Road
Stairs,,-33.77287848,151.0817566,Train,Epping,Beecroft,Road
Stairs,,-33.87678771,151.1992504,Train,Exhibition Centre Lr,Pyrmont,Street
Stairs,,-33.87250991,150.9570068,Train,Fairfield,Dale,Street
Stairs,,-33.87238918,150.9568642,Train,Fairfield,The Crescent,Others
Stairs,,-34.395078435,150.89651465,Train,Fairy Meadow,Elliotts,Road
Stairs,,-32.98568106,151.5811753,Train,Fassifern,Tucker,Close
Stairs,,-33.69655086666666,150.5347707,Train,Faulconbridge,Great Western,Highway
Stairs,,-33.864523795,151.0704578,Train,Flemington,The Crescent,Others
Stairs,,-33.87707686,151.1875647,Train,Glebe Lr,Burton,Street
Stairs,,-33.97227673,150.8933513,Train,Glenfield,Railway,Pedestrain
Stairs,,-33.97173912,150.893269,Train,Glenfield,Service Road,Others
Stairs,,-33.75612016,151.1541758,Train,Gordon,St Johns,Avenue
Stairs,,-33.42348165,151.341911,Train,Gosford,Burns,Crescent
Stairs,,-33.4233302,151.3414142,Train,Gosford,Showground,Road
Stairs,,-33.905892225,151.20305425,Train,Green Square,Botany,Road
Stairs,,-33.854294105,150.9843031,Train,Guildford,Military,Road
Stairs,,-33.85444912,150.9845955,Train,Guildford,Railway,Terrace
Stairs,,-34.03487034,151.0851825,Train,Gymea,Gymea Bay,Road
Stairs,,-32.91820537,151.7483906,Train,Hamilton,Beaumont,Street
Stairs,,-33.82326239,151.0074636,Train,Harris Park,Station W,Street
Stairs,,-33.547055040000004,151.22665695,Train,Hawkesbury River,Danger,Road
Stairs,,-33.72353033,150.454573,Train,Hazelbrook,Great Western,Highway
Stairs,,-34.17714736,150.9940859,Train,Helensburgh,Tunnel,Road
Stairs,,-32.8287522,151.68432,Train,Hexham,Maitland,Road
Stairs,,-32.7413273,151.5644242,Train,High Street,High,Street
Stairs,,-33.96292706,150.9565045,Train,Holsworthy,The Boulevarde,Others
Stairs,,-33.86641951,151.0864214,Train,Homebush,Loftus,Crescent
Stairs,,-33.8669269,151.0860951,Train,Homebush,The Crescent,Others
Stairs,,-33.70356981,151.0988312,Train,Hornsby,George,Street
Stairs,,-33.96703441,151.1028477,Train,Hurstville,Forest,Road
Stairs,,-33.96768463,151.102359,Train,Hurstville,Ormonde,Pedestrain
Stairs,,-33.997663904999996,150.8646268,Train,Ingleburn,Ingleburn,Road
Stairs,,-33.99757653,150.8640104,Train,Ingleburn,Stanley,Road
Stairs,,-33.86716237,151.192075,Train,John Street Square Lr,Harvey,Street
Stairs,,-33.87532035,151.1786149,Train,Jubilee Park Lr,Chapman,Road
Stairs,,-33.71225211,150.3117845,Train,Katoomba,Bathurst,Road
Stairs,,-33.76585281,151.1617973,Train,Killara,Culworth,Avenue
Stairs,,-33.76569485,151.1620999,Train,Killara,Werona,Avenue
Stairs,,-33.8741347,151.22234975,Train,Kings Cross,Victoria,Street
Stairs,,-33.94041675,151.10097075,Train,Kingsgrove,Kingsgrove,Road
Stairs,,-33.75836745,150.720071,Train,Kingswood,Great Western,Highway
Stairs,,-33.75823344,150.7201166,Train,Kingswood,Richmond,Road
Stairs,,-33.96279661,151.1326915,Train,Kogarah,Regent,Street
Stairs,,-33.962646664999994,151.13217325,Train,Kogarah,Station,Street
Stairs,,-33.46613862,151.3184231,Train,Koolewong,Glenrock,Pedestrain
Stairs,,-32.94176982,151.6980592,Train,Kotara,Park,Avenue
Stairs,,-33.919759,151.0761338,Train,Lakemba,Railway,Pedestrain
Stairs,,-33.77355931,150.6426108,Train,Lapstone,Explorers,Road
Stairs,,-33.87499429,151.1550175,Train,Leichhardt North Lr,James,Street
Stairs,,-33.95443956,150.8082668,Train,Leppingon,Rickard,Road
Stairs,,-34.05081332,150.8307025,Train,Leumeah,Old Leumeah,Road
Stairs,,-34.05089506,150.830574,Train,Leumeah,O'Sullivan,Road
Stairs,,-33.71212061,150.3311289,Train,Leura,Railway,Pedestrain
Stairs,,-33.8936359,151.1475441,Train,Lewisham,Railway,Terrace
Stairs,,-33.8931095,151.1475983,Train,Lewisham,Thomas,Street
Stairs,,-33.86338085,151.0445549,Train,Lidcombe,Church,Street
Stairs,,-33.863812865,151.04446185,Train,Lidcombe,Railway,Street
Stairs,,-33.87411594,151.1647681,Train,Lilyfield Lr,Catherine,Street
Stairs,,-33.71474436,150.5043663,Train,Linden,Burke,Road
Stairs,,-33.7753434,151.16937516666667,Train,Lindfield,Lindfield,Avenue
Stairs,,-33.77582881,151.16918805,Train,Lindfield,Pacific,Highway
Stairs,,-33.38218451,151.3701793,Train,Lisarow,Pacific,Highway
Stairs,,-33.38207165,151.3700848,Train,Lisarow,Railway,Crescent
Stairs,,-33.92430468,150.9269377,Train,Liverpool,Biggs,Street
Stairs,,-34.4548118,150.8752141,Train,Lysaghts,Recycling,Road
Stairs,,-34.072410015,150.79711755,Train,Macarthur,Menangle,Road
Stairs,,-33.89679186,151.1853862,Train,Macdonaldtown,Burren,Street
Stairs,,-33.98484292,150.8790781,Train,Macquarie Fields,Railway,Pedestrain
Stairs,,-33.74622068,150.9003117,Train,Marayong,Harvey,Road
Stairs,,-33.7462306,150.9000471,Train,Marayong,Railway,Pedestrain
Stairs,,-33.91381018,151.15318165,Train,Marrickville,Illawarra,Road
Stairs,18,-33.867796500000004,151.21051486666667,Train,Martin Place,Elizabeth,Street
Stairs,1,-33.86796254,151.2116241,Train,Martin Place,Macquarie,Street
Stairs,2,-33.867961,151.2113556,Train,Martin Place,Phillip,Street
Stairs,,-33.92315955,151.1873924,Train,Mascot,Bourke,Street
Stairs,,-33.81579505,151.0902088,Train,Meadowbank,Constitution,Road
Stairs,,-33.67295305,150.2803919,Train,Medlow Bath,Great Western,Highway
Stairs,,-33.8369802,150.99231845,Train,Merrylands,Railway,Terrace
Stairs,,-33.83678300333333,150.99209416666667,Train,Merrylands,Terminal,Place
Stairs,,-32.76547854,151.6182929,Train,Metford,Mccubbin,Close
Stairs,,-34.02750455,150.8426006,Train,Minto,Minto,Road
Stairs,,-34.02722065,150.8423272,Train,Minto,Somerset,Street
Stairs,,-34.036075,151.1019708,Train,Miranda,Kiora,Road
Stairs,,-34.4526389,150.4483852,Train,Mittagong,Railway,Pedestrain
Stairs,,-34.45240354,150.4483624,Train,Mittagong,Regent,Street
Stairs,,-33.10893132,151.48806,Train,Morisset,Dora,Street
Stairs,,-33.10907961,151.4881539,Train,Morisset,Macquarie,Street
Stairs,,-33.97123984,151.081009,Train,Mortdale,Coleborne,Avenue
Stairs,,-33.97116587,151.0808093,Train,Mortdale,Cook,Lane
Stairs,,-33.67129214,151.1150982,Train,Mount Colah,Pacific,Highway
Stairs,,-33.76975925,150.819919,Train,Mount Druitt,Beames,Avenue
Stairs,,-33.769038572499994,150.81996595,Train,Mount Druitt,North,Pedestrain
Stairs,,-33.65382765,151.1370126,Train,Mount Kurring-Gai,Harwood,Avenue
Stairs,,-33.5882678,150.257054,Train,Mount Victoria,Patrick,Street
Stairs,,-33.58817529,150.256825,Train,Mount Victoria,Station,Street
Stairs,,-33.87573184,151.20983405,Train,Museum,Elizabeth,Street
Stairs,,-33.87669845,151.2091949,Train,Museum,Liverpool,Street
Stairs,,-32.26750598,150.89063285,Train,Muswellbrook,Market,Street
Stairs,,-33.39459444,151.3444334,Train,Narara,Narara Valley,Drive
Stairs,,-33.38322824,151.3545729,Train,Niagara Park,Kathleen Morreau,Road
Stairs,,-33.3830702,151.3544041,Train,Niagara Park,Washington,Avenue
Stairs,,-33.85916251,151.0885013,Train,North Strathfield,Queen,Street
Stairs,,-34.41230685,150.8912482,Train,North Wollongong,Porter,Street
Stairs,,-34.41235075,150.891562,Train,North Wollongong,Station,Street
Stairs,,-34.57188882,150.8204536,Train,Oak Flats,Stanford,Drive
Stairs,,-33.98000494,151.0789686,Train,Oatley,River,Road
Stairs,,-33.84670627,151.0695564,Train,Olympic Park,Dawn Fraser,Avenue
Stairs,,-33.846349116666666,151.0694088,Train,Olympic Park,Murray Rose,Avenue
Stairs,,-34.21052602,151.0059083,Train,Otford,Lady Carrington,Road
Stairs,,-34.21109272,151.0055047,Train,Otford,Station,Road
Stairs,,-33.35965695,151.3702768,Train,Ourimbah,Mill,Street
Stairs,,-33.95170664,151.0319304,Train,Padstow,Memorial,Drive
Stairs,,-33.81698089,151.0046804,Train,Parramatta,Darcy,Street
Stairs,,-33.81764488333334,151.00511033333333,Train,Parramatta,Liverpool-Parramatta,T-way
Stairs,,-33.8178785,151.0063215,Train,Parramatta,Station,Street
Stairs,,-32.60237058,151.6147645,Train,Paterson,Main,Street
Stairs,,-33.80127175,150.956549,Train,Pendle Hill,Wentworth,Avenue
Stairs,,-33.7379301,151.0727775,Train,Pennant Hills,Railway,Street
Stairs,,-33.73772306,151.0725732,Train,Pennant Hills,Yarrara,Road
Stairs,,-33.74985862,150.6965761,Train,Penrith,Combewood,Avenue
Stairs,,-33.7502397,150.696334,Train,Penrith,Jane,Street
Stairs,,-33.96608121,151.0888374,Train,Penshurst,Bridge,Road
Stairs,,-33.96631991,151.0887138,Train,Penshurst,Laycock,Road
Stairs,,-33.8936064,151.1555418,Train,Petersham,Terminus,Street
Stairs,,-33.89402275,151.1557675,Train,Petersham,Trafalgar,Street
Stairs,,-34.1796657,150.6127926,Train,Picton,Prince,Street
Stairs,,-34.17927875,150.6127309,Train,Picton,Station,Street
Stairs,,-33.44618258,151.3282641,Train,Point Clare,Brisbane Water,Drive
Stairs,,-33.44630072,151.3285267,Train,Point Clare,Kurrawa,Avenue
Stairs,,-34.4730546,150.8871842,Train,Port Kembla North,Flinders,Street
Stairs,,-33.92525226,151.0555798,Train,Punchbowl,Punchbowl,Road
Stairs,,-33.92556758,151.0555716,Train,Punchbowl,The Boulevarde,Others
Stairs,,-33.74463831,151.1422732,Train,Pymble,Grandview,Street
Stairs,,-33.74498339,151.1421989,Train,Pymble,Pacific,Highway
Stairs,,-33.72721559,150.8862174,Train,Quakers Hill,Pearce,Road
Stairs,,-33.72721417,150.8858872,Train,Quakers Hill,Railway,Pedestrain
Stairs,,-33.89270463,151.1981812,Train,Redfern,Marian,Street
Stairs,,-33.88311577,151.0237932,Train,Regents Park,Park,Road
Stairs,,-33.95270727,151.0154862,Train,Revesby,Blamey,Street
Stairs,,-33.95231174,151.0152774,Train,Revesby,Marco,Avenue
Stairs,,-33.83067679,151.0872367,Train,Rhodes,Blaxland,Road
Stairs,,-33.83064015,151.0868216,Train,Rhodes,Walker,Street
Stairs,,-33.59877109,150.7523098,Train,Richmond,E Market,Street
Stairs,,-33.95160087,151.0525497,Train,Riverwood,Belmore,Road
Stairs,,-33.952442245,151.1369156,Train,Rockdale,Geeves,Lane
Stairs,,-33.95221004,151.1362805,Train,Rockdale,Railway,Street
Stairs,,-33.77188219,150.8444618,Train,Rooty Hill,Beames,Avenue
Stairs,,-33.7714864,150.8442846,Train,Rooty Hill,North,Pedestrain
Stairs,,-33.823129225,151.02222065,Train,Rosehill,James Ruse,Drive
Stairs,,-33.8717488,151.1728699,Train,Rozelle Bay Lr,The Crescent,Others
Stairs,,-32.87279417,151.7028016,Train,Sandgate,Astra,Street
Stairs,,-34.265597225,150.9653453,Train,Scarborough,Railway,Avenue
Stairs,,-33.7043178,150.8735269,Train,Schofields,Bridge,Street
Stairs,,-33.70418713,150.8739328,Train,Schofields,Railway,Terrace
Stairs,,-33.88516069,151.0116714,Train,Sefton,Helen,Street
Stairs,,-33.88543207,151.0116221,Train,Sefton,Wellington,Road
Stairs,,-33.77410577,150.9361911,Train,Seven Hills,Prospect,Highway
Stairs,,-34.59129729,150.84472685,Train,Shellharbour,Piper,Drive
Stairs,,-33.69918984,150.5636973,Train,Springwood,Macquarie,Road
Stairs,,-33.87074951,151.2104486,Train,St James,Elizabeth,Street
Stairs,,-33.86992775,151.2114985,Train,St James,James,Road
Stairs,,-33.822389529999995,151.1935205,Train,St Leonards,Herbert,Street
Stairs,,-33.82224634,151.1947629,Train,St Leonards,Sergeants,Lane
Stairs,,-33.76188001,150.7749259,Train,St Marys,Forrester,Road
Stairs,,-33.76231824,150.774872,Train,St Marys,Station,Street
Stairs,,-34.226163764999995,150.9811195,Train,Stanwell Park,Railway,Crescent
Stairs,,-33.87134403,151.0944811,Train,Strathfield,Everton,Road
Stairs,,-33.89044157,151.1386413,Train,Summer Hill,Carlton,Crescent
Stairs,,-33.8901592,151.1389449,Train,Summer Hill,Grosvenor,Crescent
Stairs,,-34.03183438,151.0569098,Train,Sutherland,East,Pedestrain
Stairs,,-32.808858040000004,151.6694182,Train,Tarro,Woodberry,Road
Stairs,,-33.45088295,151.318787,Train,Tascott,Brisbane Water,Drive
Stairs,,-33.45094989,151.3183448,Train,Tascott,Glenrock,Pedestrain
Stairs,,-33.889749585000004,151.1450784,Train,Taverners Hill Lr,Parramatta,Road
Stairs,,-32.72337822,151.5398859,Train,Telarah,Johnson,Street
Stairs,,-33.79411509,151.0411954,Train,Telopea,Adderton,Road
Stairs,,-33.923819609999995,151.1567741,Train,Tempe,Griffith,Street
Stairs,,-33.923738305,151.1564346,Train,Tempe,Richardson,Crescent
Stairs,,-32.96216248,151.6036419,Train,Teralba,Railway,Street
Stairs,,-34.31795869,150.9188517,Train,Thirroul,Railway,Pedestrain
Stairs,,-34.31786015,150.9193757,Train,Thirroul,Station,Street
Stairs,,-33.73211866,151.0783327,Train,Thornleigh,Railway,Pedestrain
Stairs,,-33.73180916,151.0781183,Train,Thornleigh,The Esplanade,Others
Stairs,,-32.78357334,151.6399935,Train,Thornton,Karuah,Street
Stairs,25,-33.87354467285714,151.2068428285714,Train,Town Hall,George,Street
Stairs,,-33.3077456,151.4204201,Train,Tuggerah,Bryant,Drive
Stairs,,-33.30767799,151.4200382,Train,Tuggerah,Pacific,Highway
Stairs,,-33.92977422,151.1404283,Train,Turrella,Reede,Street
Stairs,,-34.45496584,150.8457894,Train,Unanderra,Berkeley,Road
Stairs,,-33.704015615,150.58388495,Train,Valley Heights,Great Western,Highway
Stairs,,-32.7511242,151.5937962,Train,Victoria Street,Victoria,Street
Stairs,,-32.75096544,151.5941378,Train,Victoria Street,Waller,Street
Stairs,,-33.88074082,150.9773471,Train,Villawood,River,Avenue
Stairs,,-33.88092102,150.9773626,Train,Villawood,Villawood,Street
Stairs,,-33.71800187,151.1175185,Train,Wahroonga,Redleaf,Avenue
Stairs,,-33.71065655,151.1049153,Train,Waitara,Waitara,Avenue
Stairs,,-32.902228585,151.7311194,Train,Waratah,Platt,Street
Stairs,,-33.721816540000006,150.60267365,Train,Warrimoo,Great Western,Highway
Stairs,,-33.72132609,150.6029511,Train,Warrimoo,Railway,Pedestrain
Stairs,,-33.91347354,150.9349611,Train,Warwick Farm,Remembrance,Avenue
Stairs,,-33.91318088,150.9353246,Train,Warwick Farm,Warwick,Street
Stairs,,-33.70932977,150.3764898,Train,Wentworth Falls,Railway,Pedestrain
Stairs,,-33.70952535,150.3761198,Train,Wentworth Falls,Station,Street
Stairs,,-33.80725292,150.972304,Train,Wentworthville,The Kingsway,Others
Stairs,,-33.80686889,150.9725242,Train,Wentworthville,Wentworth,Avenue
Stairs,,-33.75924963,150.7575314,Train,Werrington,Railway,Street
Stairs,,-33.7590496,150.7575668,Train,Werrington,Victoria,Lane
Stairs,,-33.80746637,151.0905793,Train,West Ryde,Railway,Pedestrain
Stairs,,-33.8074677,151.0899608,Train,West Ryde,West,Pedestrain
Stairs,,-33.80870858,150.9878707,Train,Westmead,Alexandria,Avenue
Stairs,,-33.80836116,150.9881873,Train,Westmead,Railway,Pedestrain
Stairs,,-33.92867126,151.1544432,Train,Wolli,Brodie Spark,Drive
Stairs,,-33.92882963,151.153842,Train,Wolli,Discovery Point,Place
Stairs,,-34.42673344,150.8885596,Train,Wollongong,Station,Street
Stairs,,-34.27537866,150.9535918,Train,Wombarra,Morrison,Avenue
Stairs,,-33.7357511,150.4821963,Train,Woodford,Railway,Pedestrain
Stairs,,-34.04769831,151.1436487,Train,Woolooware,Swan,Street
Stairs,,-34.04741225,151.1437622,Train,Woolooware,Swan,Street N
Stairs,,-34.34956158,150.91536,Train,Woonona,Railway,Pedestrain
Stairs,,-33.48597825,151.3232156,Train,Woy Woy,Railway,Street
Stairs,,-33.180164,151.4868566,Train,Wyee,Gorokan,Road
Stairs,2,-33.8656865,151.20629835,Train,Wynyard,Carrington,Street
Stairs,4,-33.86562889,151.2048,Train,Wynyard,Clarence,Street
Stairs,6,-33.865709679999995,151.20596795,Train,Wynyard,York,Street
Stairs,,-33.28508373,151.4255992,Train,Wyong,Howarth,Street
Stairs,,-33.2853225,151.4251587,Train,Wyong,Pacific,Highway
Stairs,,-33.86462082,150.9709456,Train,Yennora,Nelson,Road
Stairs,,-33.86493559,150.9709242,Train,Yennora,Railway,Street
Stairs,,-33.47184198,150.2021194,Train,Zig Zag,Bells,Road
